INSPECTION_ID,PUBLIC_HOUSING_AGENCY_NAME,COST_OF_INSPECTION_IN_DOLLARS,INSPECTED_DEVELOPMENT_NAME,INSPECTED_DEVELOPMENT_ADDRESS,INSPECTED_DEVELOPMENT_CITY,INSPECTED_DEVELOPMENT_STATE,INSPECTION_DATE,INSPECTION_SCORE
522331,HA BESSEMER,30550,DAVIS HEIGHTS/ASBU,614 22nd St S,Bessemer,AL,6/4/2014,70
527582,HA BESSEMER,11869,THOMPSON MANOR,1520 Exeter Ave,Bessemer,AL,10/3/2014,98
528105,HA BESSEMER,30343,BRASWELL HOMES,610 35th St N,Bessemer,AL,10/6/2014,85
527326,HA BESSEMER,36868,SOUTHSIDE HOMES,2501 Clarendon Ave,Bessemer,AL,10/8/2014,83
538797,HA BOCA RATON,12732,DIXIE MANOR,1350 N Dixie Hwy,Boca Raton,FL,1/29/2015,95
506347,HA City of Anacortes,36643,SCATTERED SITES,511 T Ave,Anacortes,WA,6/18/2013,93
522640,HA City of Everett,12424,BAKERVIEW APTS,2605 15th St,Everett,WA,5/13/2014,70
522405,HA City of Everett,36090,BAKER HEIGHTS,1338 Poplar St,Everett,WA,6/11/2014,81
522647,HA City of Kalama,13482,226 CLOVERDALE ROA,226 Cloverdale Rd,Kalama,WA,4/4/2014,77
523101,HA City of Kelso,39379,COWLITZ VILLA,900 Grade St,Kelso,WA,6/24/2014,99
523973,HA City of Pasco and Franklin Co,34912,SCATTERED SITES,820 N 1st Ave,Pasco,WA,4/15/2014,85
523974,HA City of Pasco and Franklin Co,36386,SCATTERED SITES,820 N 1st Ave,Pasco,WA,4/16/2014,87
521592,HA City of Spokane,20825,SPOKANE HA,55 W Mission Ave,Spokane,WA,5/29/2014,95
522594,HA City of Spokane,34554,PARSONS HOTEL,108 S Jefferson St,Spokane,WA,5/30/2014,98
521863,HA City of Tacoma,39491,Hillside 1,2330 S G St,Tacoma,WA,4/3/2014,83
522438,HA City of Tacoma,33697,2302 - 6TH AVENUE,2302 6th Ave,Tacoma,WA,4/9/2014,77
522504,HA City of Tacoma,28549,BERGERSON TERRACE,5303 S Orchard St,Tacoma,WA,4/10/2014,82
522185,HA City of Tacoma,32793,Salishan Five,3901 E Roosevelt Ave,Tacoma,WA,5/5/2014,100
522563,HA City of Tacoma,37625,SALISHAN FOUR,4470 E R St,Tacoma,WA,5/7/2014,97
539743,HA City of Tacoma,13924,Hillside II,2324 S G St,Tacoma,WA,1/6/2015,97
537617,HA COLUMBIANA,25050,MOUNTAIN VIEW APTS,111 Alabama Avenue,COLUMBIANA,AL,12/11/2014,96
510650,HA CORDOVA,36220,CORDOVA HA,205 Stewart St,Cordova,AL,9/20/2013,96
528203,HA ELBA,20469,MORROW VILLAGE,1207 Claxton Ave N,Elba,AL,10/7/2014,93
521817,HA FOLEY,12725,FOLEY HA,302 W 4th Ave,Foley,AL,4/15/2014,79
528128,HA JACKSONVILLE,31583,ROEBUCK MANOR,895 Gardner Dr SE,Jacksonville,AL,8/26/2014,97
510420,HA LEE COUNTY,22248,PINE ECHO,14170 Warner Cir,North Fort Myers,FL,10/24/2013,94
510532,HA LEE COUNTY,16396,BARRETT PARK,14170 Warner Cir,North Fort Myers,FL,10/25/2013,88
521866,HA MIDLAND CITY,19452,DANIEL-LEWIS HOMES,111 Parker Dr,Midland City,AL,5/6/2014,97
522053,HA MONROEVILLE,12634,CROWE AVE DICKSON,637 Drury Rd.,MONROEVILLE,AL,4/15/2014,98
522245,HA NORTHPORT,13794,STONEBROOK/WEST CI,3500 West Cir,Northport,AL,5/7/2014,88
527218,HA NORTHPORT,14302,KNOLL CIR/NORTHGAT,3500 West Cir Apt 39,Northport,AL,10/1/2014,89
521636,HA OF  KING COUNTY,31430,Casa Madrona II,3948 Martin Way E,Olympia,WA,3/24/2014,65
522153,HA OF  KING COUNTY,10740,RIVERTON TERRACE,15455 65th Ave S,Tukwila,WA,3/28/2014,92
521703,HA OF  KING COUNTY,18091,BALLINGER HOMES,2200 NE 201st Pl,Shoreline,WA,6/9/2014,94
524056,HA OF  KING COUNTY,33869,Kirkland Place,421 7th Ave,Kirkland,WA,7/9/2014,99
539731,HA OF  KING COUNTY,18263,Nia  Apartments,9935 8th Ave SW,Seattle,WA,1/6/2015,99
539733,HA OF  KING COUNTY,35887,Mardi Gras II,24009 104th Ave SE,Kent,WA,1/7/2015,99
539737,HA OF  KING COUNTY,17941,Plaza Seventeen II,1001 17th St SE,Auburn,WA,1/8/2015,98
524058,HA Of Grant County,23921,Grant County Scatt,1139 Larson Blvd,Moses Lake,WA,7/15/2014,82
522313,HA Of Grays Harbor County,15039,EMERSON COURT,602 E 1st St,Aberdeen,WA,6/5/2014,93
522447,HA Of Grays Harbor County,15681,BROADWAY MANOR,101 W 2nd St,Aberdeen,WA,6/9/2014,95
510530,HA Of Island County,34744,BROOKHAVEN,150 4th St,Langley,WA,10/21/2013,100
506337,HA of Lawrence County,27120,RAY WILLIAMS VILLA,101 Gene Wilson Blvd,Louisa,KY,7/9/2013,87
522479,HA Of Pierce County,15088,PIERCE COUNTY HSG,603 Polk St S,Tacoma,WA,3/31/2014,93
522350,HA Of Pierce County,31576,PIERCE COUNTY HSG,603  603 POLK ST Street S,TACOMA,WA,6/17/2014,84
522240,HA OPELIKA,26537,HARDAWAY HOMES,1706 Toomer St,Opelika,AL,4/29/2014,73
522318,HA OPELIKA,15070,HYATT HOMES,1202 Samford Pl,Opelika,AL,5/14/2014,84
528381,HA OPELIKA,28139,HARDAWAY HOMES,  ,OPELIKA,AL,10/1/2014,91
528220,HA OPELIKA,26375,PLEASANT HOMES,  ,OPELIKA,AL,10/6/2014,89
527543,HA OPP,12097,WILLIAMS RD APTS,800 Barnes St,Opp,AL,10/6/2014,70
507130,HA PIEDMONT,23607,CRAIG HOMES,170 Craig Ave,Piedmont,AL,2/24/2014,91
528112,HA RUSSELLVILLE,24617,WESTSIDE,1102 Adams St NW,Russellville,AL,10/20/2014,86
521791,HA SAMSON,30954,GENEVA,12 N Wise St,Samson,AL,5/5/2014,70
528054,HA TALLASSEE,25708,TALLASSEE HA,904 Hickory St,Tallassee,AL,8/4/2014,70
521630,HA TROY,20358,KNOX/MURPHREE,301 S Knox St,Troy,AL,5/5/2014,85
522611,HA TROY,14428,HUBBARD/DUNBAR,515 Hubbard St,Troy,AL,5/6/2014,72
527827,HA TROY,39158,SEGARS,201 Segars St,Troy,AL,8/5/2014,94
522385,HA TUSCALOOSA,23796,CRESCENT EAST,5041 1st St E,Tuscaloosa,AL,4/9/2014,75
521973,HA TUSCALOOSA,39701,Rosedale Court Pha,1000 Robert Glenn Dr Apt A,Tuscaloosa,AL,4/10/2014,76
522040,HA TUSCALOOSA,11383,HAY COURT/HAY COUR,4420 21st St,Tuscaloosa,AL,5/7/2014,76
523813,HA TUSCALOOSA,33465,BRANSCOMB,5041 1st St E,Tuscaloosa,AL,6/17/2014,71
523369,HA TUSCALOOSA,29835,ROBERTSON TOWERS,312 19th Ave,Tuscaloosa,AL,6/18/2014,64
523509,HA TUSCALOOSA,27178,McKenzie Court I,2525 Dupont Ave,Tuscaloosa,AL,6/19/2014,84
510287,Hackensack Housing Authority,19101,ORATAM CT,65 1st St,Hackensack,NJ,10/28/2013,93
510357,Hackensack Housing Authority,11007,WM B WIDNALL TWS,65 1st St,Hackensack,NJ,10/29/2013,98
523109,HACKLEBURG HOUSING AUTHORITY,32307,RAY ROAD,445 Ray Rd,Hackleburg,AL,6/16/2014,94
536036,Hagerstown Housing Authority,30194,C. W. BROOKS,45 W Baltimore St,Hagerstown,MD,12/1/2014,99
536009,Hagerstown Housing Authority,33265,WALNUT TOWERS,35 N Walnut St,Hagerstown,MD,12/2/2014,96
536005,Hagerstown Housing Authority,10721,GATEWAY CROSSING,40 Elgin Blvd,Hagerstown,MD,12/4/2014,99
536031,Hagerstown Housing Authority,20135,POTOMAC TOWERS,35 W Baltimore St,Hagerstown,MD,1/12/2015,96
536015,Hagerstown Housing Authority,19711,GATEWAY CROSSING -,810 Lanvale St,Hagerstown,MD,1/13/2015,97
523767,Haleyville Housing Authority,19510,SOUTH HALEYVILLE,2601 Newburg Rd,Haleyville,AL,5/30/2014,94
523685,Haleyville Housing Authority,32067,SOUTH HALEYVILLE,2601 Newburg Rd,Haleyville,AL,7/1/2014,92
527355,Hall County Housing Authority,26639,"Centennial,Golden,",1834 W 7th St,Grand Island,NE,8/22/2014,86
527482,Hall County Housing Authority,19521,"Orleans, Western,",1834 W 7th St,Grand Island,NE,8/25/2014,93
507052,Halstead Housing Authority,19265,HALSTEAD FAMILY HS,815 W 6th St,Halstead,KS,8/7/2013,92
521726,Hamlet Housing Authority,12476,HUBBARD/NELSON/LIL,1104 Fisher Ave,Hamlet,NC,4/15/2014,83
505617,Hampton Redevelopment & Housing,39141,LANGLEY VILLAGE,100 Langley Ave,Hampton,VA,5/13/2013,89
505616,Hampton Redevelopment & Housing,19252,LINCOLN PARK,1135  1135 LASALLE AVE Avenue,HAMPTON,VA,5/14/2013,76
505615,Hampton Redevelopment & Housing,39636,PHOEBUS,301 Chamberlin Ave W,Hampton,VA,5/15/2013,92
522289,Hampton Redevelopment & Housing,26740,LINCOLN PARK,1135  1135 LASALLE AVE Avenue,HAMPTON,VA,4/15/2014,72
522599,Hamtramck Housing Commission,34207,HAMTRAMCK SENIOR P,2620 Holbrook St,Hamtramck,MI,5/8/2014,98
522050,Hancock County Housing Authority,29271,GOLDEN ERA HOMES,625 W 3rd St,Dallas City,IL,4/1/2014,86
522162,Hancock Housing Commission,27320,LAKEVIEW MANOR,1401 W Quincy St,Hancock,MI,3/27/2014,88
507207,Hanna Housing Authority,11887,HANNA,  ,HANNA,WY,8/6/2013,91
506035,Hanover Housing Authority,10063,HIGHLAND HAVEN,100 Highland Hvn,Hanover,KS,6/19/2013,94
510587,Hanson Housing Authority,15047,93-HANSON,533 Main St,Hanson,MA,10/24/2013,71
523791,Harlingen Housing Authority,20327,LOS VECINOS HOMES,702 S M St,Harlingen,TX,6/5/2014,91
523916,Harlingen Housing Authority,25025,LE MOYNE GARDENS,3221 N 25th St,Harlingen,TX,6/6/2014,92
521760,Harrietstown Housing Authority,30100,LAKE FLOWER APTS.,14 Kiwassa Rd,Saranac Lake,NY,5/13/2014,99
507165,Harriman Housing Authority,14243,HARRIMAN HA,924 Sewanee St,Harriman,TN,7/23/2013,79
500335,Harrisburg Housing Authority,26968,W HOWARD DAY HOMES,1300 Community Dr,Harrisburg,PA,2/13/2013,86
500405,Harrisburg Housing Authority,14814,SCATTERED SITE,351 Chestnut St,Harrisburg,PA,2/14/2013,76
500346,Harrisburg Housing Authority,17833,GEO A HOVERTER HOM,1260 Oyler Rd,Harrisburg,PA,3/6/2013,80
500389,Harrisburg Housing Authority,29570,MORRISON TOWERS,351 Chestnut St,Harrisburg,PA,3/11/2013,82
522012,Harrisburg Housing Authority,33730,HILLSIDE VILLAGE,1300 Community Dr,Harrisburg,PA,4/24/2014,74
522130,Harrisburg Housing Authority,19445,M W SMITH HOMES,Cameron and Calder Street,HARRISBURG,PA,4/25/2014,71
521929,Harrisburg Housing Authority,10315,JOHN A F HALL MANO,100 Hall Mnr,Harrisburg,PA,4/28/2014,68
522560,Harrisburg Housing Authority,38821,SCATTERED SITE,1301 N 6th St,Harrisburg,PA,4/30/2014,65
539427,Harrisburg Housing Authority,37446,SCATTERED SITE,1301 N 6th St,Harrisburg,PA,1/28/2015,84
523539,Harrison Housing Authority,14728,HARRISON GRDNS,Harrison Gardens,HARRISON,NJ,7/2/2014,92
506103,HARRISON METROPOLITAN HOUSING AU,39579,STEELE/PENN CREST,  ,CADIZ,OH,7/29/2013,99
528269,Hartsville Housing Authority,16719,HARTSVILLE HSG AUT,212 Rogers St,Hartsville,TN,11/3/2014,90
510898,Harvard Housing Authority,30285,PARK VIEW MANOR,502 E Walnut St,Harvard,NE,9/19/2013,83
528132,Havre de Grace Housing Authority,24161,"Housing Authority,",101 Stansbury Ct,Havre De Grace,MD,10/14/2014,60
524136,Hawaii Public Housing Authority,28811,KAMEHAMEHA HOMES,1541 Haka Dr,Honolulu,HI,5/12/2014,75
524153,Hawaii Public Housing Authority,19421,PUUWAI MOMI,99-132 Kohomua St,Aiea,HI,5/13/2014,80
524158,Hawaii Public Housing Authority,30339,KALIHI VALLEY HOME,2250 Kalena Dr,Honolulu,HI,5/14/2014,66
524148,Hawaii Public Housing Authority,29296,KEKAHA HA`AHEO,4726 Malu Rd,Kapaa,HI,5/15/2014,77
524146,Hawaii Public Housing Authority,35879,PALOLO VALLEY HOME,2170 Ahe St,Honolulu,HI,5/29/2014,60
524143,Hawaii Public Housing Authority,13029,"KPT Towers I, LLC",1475 Linapuni St,Honolulu,HI,6/2/2014,92
524152,Hawaii Public Housing Authority,17325,KUHIO PARK TERRACE,1475 Linapuni St,Honolulu,HI,6/4/2014,57
535121,Hawaii Public Housing Authority,18469,LANAKILA HOMES I,600 Wailoa St,Hilo,HI,11/3/2014,95
535116,Hawaii Public Housing Authority,13830,COUNTY OF HAWAII,35  65-1191 Opelo Road Lane,Kamuela,HI,11/6/2014,87
535118,Hawaii Public Housing Authority,14168,PALOLO VALLEY HOME,2170 Ahe St,Honolulu,HI,11/10/2014,56
535131,Hawaii Public Housing Authority,28622,KOOLAU VILLAGE,45-1027 Kamau Pl,Kaneohe,HI,11/12/2014,48
535113,Hawaii Public Housing Authority,12136,WAHIAWA TERRACE,300 Palm St,Wahiawa,HI,11/14/2014,60
535114,Hawaii Public Housing Authority,26001,KAMEHAMEHA HOMES,1541 Haka Dr,Honolulu,HI,11/17/2014,76
535133,Hawaii Public Housing Authority,39922,MAYOR WRIGHT HOMES,521 N Kukui St,Honolulu,HI,11/20/2014,85
535120,Hawaii Public Housing Authority,28740,PUNCHBOWL HOMES *,1220 Aala St,Honolulu,HI,11/26/2014,67
535123,Hawaii Public Housing Authority,25897,KAHEKILI TERRACE,2015 Holowai Pl,Wailuku,HI,12/1/2014,62
535122,Hawaii Public Housing Authority,21913,KUHIO PARK TERRACE,1475 Linapuni St,Honolulu,HI,12/8/2014,52
535134,Hawaii Public Housing Authority,26155,WAIMAHA/SUNFLOWER,85-186 McArthur St,Waianae,HI,12/10/2014,79
535132,Hawaii Public Housing Authority,13526,KALIHI VALLEY HOME,2250 Kalena Dr,Honolulu,HI,12/15/2014,67
535125,Hawaii Public Housing Authority,19853,KEKAHA HA`AHEO,  ,HONOLULU,HI,12/17/2014,60
535129,Hawaii Public Housing Authority,16210,KA HALE KAHALUU,78-6725 Makolea St,Kailua Kona,HI,12/22/2014,64
521628,Helena Housing Authority,11624,SAMUEL V STEWART H,812 Abbey St,Helena,MT,4/21/2014,71
527677,Helena Housing Authority,11714,SAMUEL V STEWART H,812 Abbey St,Helena,MT,8/21/2014,79
507069,Hemingford Housing Authority,25032,APOLLO COURT,410 Box Butte Ave,Hemingford,NE,8/19/2013,97
539284,Henderson Housing Authority,36010,Midtown Apartments,1030 15th St,Henderson,NE,1/21/2015,95
510677,Hendersonville Housing Authority,39307,PROJECT UNNAMED,203 N Justice St,Hendersonville,NC,3/3/2014,87
537886,Hendersonville Housing Authority,25321,PROJECT UNNAMED,203 N Justice St,Hendersonville,NC,1/21/2015,90
521987,Herkimer Housing Authority,22221,EASTERN/CREEKSIDE/,315 N Prospect St,Herkimer,NY,3/18/2014,98
506357,Hermansville Housing Commission,31421,GOLDEN SHORES,W5577 W 3rd St,Hermansville,MI,7/17/2013,97
527635,Hertford Housing Authority,28118,KINGVIEW/RIVERVIEW,104 White St,Hertford,NC,9/16/2014,97
522520,HIALEAH HOUSING AUTHORITY,17547,VERNON ASHLEY PLAZ,70 E 7th St,Hialeah,FL,3/20/2014,96
527455,Hidalgo County Housing Authority,23722,VILLA SANDOVAL-LON,1102 Lilia Dr,Weslaco,TX,10/31/2014,99
523141,Highland Park Housing Authority,26542,SAMUEL J KRONMAN S,242 S 242 south 6th ave Avenue,HIGHLAND PARK,NJ,6/12/2014,93
510899,Highland Park Housing Commission,32438,DOWNES MANOR,13725 John R St,Highland Park,MI,12/16/2013,58
506946,Highlands Housing Authority,25037,JENNIE PARKER MNR,125 Waterwitch Ave,Highlands,NJ,8/28/2013,76
510780,Highlands Residential Services,34472,HUDDLESTON/HOLLADA,235 W Jackson St,Cookeville,TN,10/28/2013,90
521753,Hightstown Housing Authority,35935,HIGHTSTOWN HOMES,131  131 Rogers Avenue Avenue,HIGHTSTOWN,NJ,3/21/2014,90
537803,Hillsboro Housing Authority,38996,GRAND OAKS,506 W Grand Ave,Hillsboro,KS,1/27/2015,98
527285,Hillsdale Housing Commission,31049,HILLTOP APTS,45 N West St,Hillsdale,MI,10/9/2014,78
537921,Hoboken Housing Authority,29518,FOX HILL GRDNS,311 13th St,Hoboken,NJ,1/5/2015,34
537924,Hoboken Housing Authority,24596,C COLUMBUS GRDNS,460 8th St,Hoboken,NJ,1/7/2015,38
537935,Hoboken Housing Authority,27532,HARRISON GRDNS,310 Jackson St,Hoboken,NJ,1/12/2015,28
537943,Hoboken Housing Authority,17645,MONROE & ADAMS GRD,220 Adams St,Hoboken,NJ,1/15/2015,25
537914,Hoboken Housing Authority,26320,ANDREW JACKSON GRD,400 Harrison St,Hoboken,NJ,1/21/2015,14
522542,Hocking Metropolitan Housing Aut,32159,LOGAN Village Apar,1880 Linton Rd,Logan,OH,5/5/2014,59
522406,Hocking Metropolitan Housing Aut,36146,SENIOR HIGH RISE,50 S High St,Logan,OH,5/6/2014,62
523869,Holton Housing Authority,35832,SOUTHERN HEIGHTS,100 Southern Hts,Holton,KS,6/6/2014,94
500369,Holyoke Housing Authority,16282,Beaudoin Village,2 Leary Dr,Holyoke,MA,4/1/2013,97
500329,Holyoke Housing Authority,26638,LYMAN TERRACE,475 Maple St,Holyoke,MA,4/3/2013,53
521672,Holyoke Housing Authority,28681,LYMAN TERRACE,475 Maple St,Holyoke,MA,4/8/2014,64
521776,Holyoke Housing Authority,23393,ROSARY TOWERS,475 Maple St,Holyoke,MA,4/11/2014,92
522049,Hoosick Housing Authority,33059,HOOSAC MEADOWS,1 Hoosick Meadows Way,Hoosick Falls,NY,5/15/2014,88
507271,Hope Housing Authority,38224,Vander Lloyd Memor,720  720 Texas Street Street,HOPE,AR,8/1/2013,77
506135,Hopewell Redevelopment & Housing,33712,DAVISVILLE,200 Terminal St,Hopewell,VA,7/8/2013,76
506333,Hopewell Redevelopment & Housing,36568,PIPER SQUARE,1529 Piper Square Dr,Hopewell,VA,7/9/2013,73
506202,Hopewell Redevelopment & Housing,16849,THOMAS ROLFE CT,211 S 7th Ave,Hopewell,VA,7/10/2013,72
506271,Hopewell Redevelopment & Housing,21722,KIPPAX PLACE,100 S Kippax St,Hopewell,VA,7/12/2013,89
523570,Hopewell Redevelopment & Housing,32652,DAVISVILLE,913 Terminal Street,HOPEWELL,VA,6/23/2014,79
523799,Hopewell Redevelopment & Housing,31679,PIPER SQUARE,1529 Piper Square Dr,Hopewell,VA,6/24/2014,75
523667,Hopewell Redevelopment & Housing,23140,THOMAS ROLFE CT,211 S 7th Ave,Hopewell,VA,6/26/2014,73
523279,Horton Housing Authority,16532,ARBOR KNOLL HOMES,1701 Euclid Ave,Horton,KS,8/6/2014,86
522457,Hot Springs Housing and Redevelo,25122,HOT SPRINGS,201 S River St,Hot Springs,SD,4/18/2014,90
506802,Hot Springs Housing Authority,16026,EASTWOOD GARDENS,1004 Illinois St,Hot Springs,AR,8/12/2013,90
527379,Hot Springs Housing Authority,19103,BAKER/FBC APARTMEN,50 Walnut St,Hot Springs,NC,9/22/2014,99
507216,Housing & Redevelopment Authorit,14001,Heritage Estates,111 2nd St SW,Dodge Center,MN,7/25/2013,98
506600,Housing & Redevelopment Authorit,11324,LINCOLN CO. HRA,402 N Harold St,Ivanhoe,MN,8/12/2013,88
522624,Housing & Redevelopment Authorit,36456,Faribault Public H,208 1st Ave NW,Faribault,MN,4/28/2014,85
527534,Housing & Redevelopment Authorit,16297,JANESVILLE,106 E North St,Janesville,MN,9/8/2014,95
536090,Housing & Redevelopment Authorit,10211,SCATTERED SITES,308 2nd Ave NE,Austin,MN,12/15/2014,92
536076,Housing & Redevelopment Authorit,28159,TWIN TOWERS,200 1st Ave NE,Austin,MN,12/16/2014,86
536104,Housing & Redevelopment Authorit,32371,PICKETT PLACE,808 1st Dr NW,Austin,MN,12/17/2014,99
506512,Housing and Community Developmen,31367,"POSADAS SENTINEL,",464 W La Paz St Unit 1,Tucson,AZ,8/5/2013,93
506906,Housing and Community Developmen,19739,MARTIN LUTHER KING,55 N 5th Ave,Tucson,AZ,8/7/2013,100
527476,Housing and Community Developmen,24955,MIXED FINANCE DEVE,1501 N Oracle Rd,Tucson,AZ,10/1/2014,76
510269,Housing and Urban Renewal Agency,25868,Dallas/Independenc,204 SW Walnut Ave,Dallas,OR,10/28/2013,94
538046,Housing and Urban Renewal Agency,26669,KINGWOOD WEST,1947 Salem Dallas Hwy NW,Salem,OR,1/13/2015,90
538036,Housing and Urban Renewal Agency,11739,PIONEER VILLAGE,375 Taybin Rd NW,Salem,OR,1/14/2015,88
505574,HOUSING AUTH CO OF LAWRENCE,24183,Harbor Hts / Grant,720 Altman Rd,New Castle,PA,5/28/2013,60
521824,HOUSING AUTH CO OF LAWRENCE,21819,WALNUT RIDGE,801 Pershing St,Ellwood City,PA,4/3/2014,95
522117,HOUSING AUTH CO OF LAWRENCE,15115,LAWRENCE MANOR,211 W Moody Ave,New Castle,PA,5/5/2014,81
521921,HOUSING AUTH CO OF LAWRENCE,25531,SKYVIEW TOWERS,219 N Beaver St,New Castle,PA,5/6/2014,82
523545,Housing Auth of the County of No,30838,MAHONING ACRES-MIL,50 Mahoning St,Milton,PA,6/11/2014,99
505956,Housing Auth. of The Town of St.,17158,EAST SIDE HOUSING,13 Bulliard Dr,Saint Martinville,LA,6/3/2013,61
505947,Housing Authority - City of Alto,39001,OAKWOOD ESTATES,800 Oakwood Ave,Alton,IL,7/15/2013,81
510725,Housing Authority  the City of M,38596,UNNAMED,200 NE 27th St,Mineral Wells,TX,10/21/2013,95
510906,Housing Authority & Comm Svcs of,14059,Florence Units,1137 Maple St,Florence,OR,10/29/2013,99
510524,Housing Authority & Comm Svcs of,37978,Veneta and JC Unit,25115 E Broadway Ave,Veneta,OR,10/30/2013,96
510474,Housing Authority & Comm Svcs of,24030,PARKVIEW TERRACE,255 High St,Eugene,OR,10/31/2013,98
538027,Housing Authority & Comm Svcs of,22337,CG &Creswell Units,925 W Main St,Cottage Grove,OR,1/6/2015,91
538007,Housing Authority & Comm Svcs of,19381,Springfield Units,300 W Fairview Dr,Springfield,OR,1/7/2015,87
538016,Housing Authority & Comm Svcs of,17414,Eugene Units,3359 W 14th Ave,Eugene,OR,1/9/2015,91
523292,Housing Authority and Urban Rede,30897,Atlantic City Hope,901 Artic Ave,Atlantic City,NJ,4/22/2014,85
523732,Housing Authority and Urban Rede,39773,John P. Whittingto,202 N New Hampshire Ave,Atlantic City,NJ,5/9/2014,80
523624,Housing Authority and Urban Rede,27415,SHORE PARK,225 N Virginia Ave,Atlantic City,NJ,5/29/2014,73
523671,Housing Authority and Urban Rede,13077,ALTMAN TERRACE,1000 Artic Ave,Atlantic City,NJ,5/30/2014,85
523413,Housing Authority and Urban Rede,39771,JEFFRIES / INLET T,227 N Vermont Ave,Atlantic City,NJ,6/17/2014,80
523541,Housing Authority and Urban Rede,37673,WALTER J BUZBY HOM,600 South Dr,Atlantic City,NJ,7/8/2014,87
523304,Housing Authority and Urban Rede,30753,STANLEY HOLMES VIL,1539 Adriatic Ave,Atlantic City,NJ,7/9/2014,81
523789,Housing Authority and Urban Rede,19233,SCATTERED SITES,901 Arctic Ave,Atlantic City,NJ,10/14/2014,86
510661,Housing Authority City of Alpine,33965,UNNAMED,1024 N 1024 N 5th Street,ALPINE,TX,11/15/2013,97
522281,Housing Authority City of Bangor,39795,CAPEHART,161 Davis Rd,Bangor,ME,5/7/2014,93
522311,Housing Authority City of Fresno,38469,FAIRVIEW HEIGHTS T,2195 S Maud Ave,Fresno,CA,4/3/2014,91
521755,Housing Authority City of Fresno,27237,Yosemite Village -,709 W California Ave,Fresno,CA,4/22/2014,71
522223,Housing Authority City of Fresno,22499,YOSEMITE VILLAGE,519 S Modoc St,Fresno,CA,5/12/2014,86
523682,Housing Authority City of Jersey,12765,Gloria Robinson Co,105 Harvey Ave,Jersey City,NJ,5/6/2014,91
523148,Housing Authority City of Jersey,23581,THOMAS STEWART APT,88 Erie St,Jersey City,NJ,5/8/2014,92
523749,Housing Authority City of Jersey,13911,Lafayette Senior L,400 U.S. Highway #1 (Marion Gardens) B,JERSEY CITY,NJ,5/13/2014,92
523709,Housing Authority City of Jersey,31250,Ocean Pointe East,460 Ocean Ave,Jersey City,NJ,6/4/2014,96
523933,Housing Authority City of Jersey,33270,WOODWARD TERRACE,61 James Pop Curry Dr,Jersey City,NJ,6/5/2014,99
523634,Housing Authority City of Jersey,20405,Gloria Robinson Co,4A Harvey Ave,Jersey City,NJ,6/10/2014,90
523153,Housing Authority City of Jersey,29803,MONTGOMERY GRDNS,563 Montgomery St,Jersey City,NJ,6/11/2014,52
523815,Housing Authority City of Jersey,18303,HUDSON GRDNS,514 Newark Ave,Jersey City,NJ,6/13/2014,82
523930,Housing Authority City of Jersey,14077,HOLLAND GRDNS,241 16th St,Jersey City,NJ,6/18/2014,67
523439,Housing Authority City of Jersey,37981,BERRY GRDNS,199 Ocean Ave,Jersey City,NJ,6/19/2014,77
523704,Housing Authority City of Jersey,30131,BARBARA PLACE TERR,3621 Van Horne St,Jersey City,NJ,6/24/2014,98
523846,Housing Authority City of Jersey,29175,Pacific Court,224A Pacific Ave,Jersey City,NJ,6/26/2014,98
523757,Housing Authority City of Jersey,16939,BOOKER T WASHINGTO,200 Colden St,Jersey City,NJ,6/27/2014,76
523523,Housing Authority City of Jersey,17915,DWIGHT STREET HOME,400 U.S. Highway #1 (Marion Gardens) B,JERSEY CITY,NJ,7/1/2014,92
523691,Housing Authority City of Jersey,39087,MARION GRDNS,57 Dales Ave,Jersey City,NJ,7/3/2014,77
523301,Housing Authority City of Jersey,32237,CURRIES WOODS,3 New Heckman Dr,Jersey City,NJ,9/9/2014,95
523590,Housing Authority City of Jersey,36672,Glenview I,451 Halladay St,Jersey City,NJ,9/24/2014,99
523662,Housing Authority City of Jersey,22369,LAFAYETTE II,400 U.S. Highway #1 (Marion Gardens) B,JERSEY CITY,NJ,10/21/2014,89
523648,Housing Authority City of Jersey,33923,GLORIA ROBINSON CO,348 Duncan Ave,Jersey City,NJ,10/23/2014,90
537967,Housing Authority City of Linden,23925,ANN J FERGUSON TOW,1601 Dill Ave,Linden,NJ,1/12/2015,96
511633,Housing Authority City of Orange,25182,ARTHUR ROBINSON HO,516 Burton Ave,Orange,TX,12/13/2013,78
511634,Housing Authority City of Orange,16148,CRAIG & ALEXANDER,2023 4th St,Orange,TX,12/27/2013,74
538199,Housing Authority City of Orange,31010,James Zay Roberts,610 Burton Ave,Orange,TX,11/24/2014,86
538182,Housing Authority City of Orange,39479,PINE GROVE HOMES,101 Pine Grove Dr,Orange,TX,12/30/2014,79
523812,Housing Authority Cook County,22782,VERA YATES HOMES,1055 Berkeley Ave,Ford Heights,IL,5/22/2014,68
523309,Housing Authority Cook County,27628,HUNTINGTON APTS,9201 N Maryland St,Niles,IL,6/5/2014,96
523142,Housing Authority Cook County,16868,GOLDEN TOWERS I,1704 E End Ave,Chicago Heights,IL,6/6/2014,65
523677,Housing Authority Cook County,15403,SUNRISE APTS,1314 Wentworth Ave,Chicago Heights,IL,6/16/2014,69
